Notice Date,Company,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
4/13/2020,Allied Aviation Fueling Co,Bexar,Alamo WDA,6,5/13/2020,5/4/2020,San Antonio
4/13/2020,Yazaki North America,El Paso,Borderplexjobs WDA,83,4/13/2020,4/13/2020,El Paso
4/13/2020,MCD Innovations,Collin,North Central Texas WDA,25,3/26/2020,4/22/2020,McKinney
4/13/2020,Pappadeaux Seafood Kitchen 33,Harris,Gulf Coast WDA,120,3/16/2020,4/13/2020,Houston
4/10/2020,Willie's Grill & Icehouse - I35 South,Bexar,Alamo WDA,40,3/17/2020,4/21/2020,San Antonio
4/10/2020,Willie's Grill & Icehouse -  College Station,Brazos,Brazos Valley WDA,28,3/17/2020,4/21/2020,College Station
4/10/2020,Willie's Grill & Icehouse - Conroe,Montgomery,Gulf Coast WDA,51,3/17/2020,4/21/2020,Conroe
4/10/2020,Willie's Grill & Icehouse.,Bexar,Alamo WDA,45,3/17/2020,4/21/2020,San Antonio
4/10/2020,Willie's Grill & Icehouse - Spring,Harris,Gulf Coast WDA,41,3/14/2020,4/21/2020,Spring
4/10/2020,Willie's Grill & Icehouse - Leon Springs,Bexar,Alamo WDA,38,3/17/2020,4/21/2020,Leon Springs
4/10/2020,Willie's Grill & Icehouse - New Braunfels,Comal,Alamo WDA,45,3/17/2020,4/21/2020,New Braunfels
4/10/2020,Willie's Grill &  Icehouse - North Loop,Bexar,Alamo WDA,35,3/17/2020,4/21/2020,San Antonio
4/10/2020,Willie's Grill & Icehouse,Bexar,Alamo WDA,32,3/17/2020,4/21/2020,San Antonio
4/10/2020,Willie's Grill & Icehouse - Katy Fwy,Fort Bend,Gulf Coast WDA,40,3/17/2020,4/21/2020,Houston
4/10/2020,Willie's Grill & Icehouse - Cypress,Harris,Gulf Coast WDA,51,3/17/2020,4/21/2020,Cypress
4/10/2020,Pacific Drilling - Pacific Sharav,Fort Bend,Gulf Coast WDA,82,4/13/2020,4/13/2020,Houston
4/10/2020,Willie's Grill & Icehouse - Georgetown,Williamson,Rural Capital WDA,69,3/17/2020,4/21/2020,Georgetown
4/10/2020,Hilton Garden Inn - Dallas Market Center,Dallas,Dallas County WDA,61,3/16/2020,4/10/2020,Dallas
4/10/2020,"Yazaki North America dba Elcom, Inc.",El Paso,Borderplexjobs WDA,43,4/13/2020,4/13/2020,El Paso
4/10/2020,Willie's Grill & Icehouse - Hwy 6 N,Fort Bend,Gulf Coast WDA,77,3/17/2020,4/21/2020,Houston
4/10/2020,Willie's Grill & Icehouse - 1960 RD,Fort Bend,Gulf Coast WDA,29,3/17/2020,4/21/2020,Houston
4/10/2020,Willie's Grill & Icehouse - NW FWY,Fort Bend,Gulf Coast WDA,35,3/17/2020,4/21/2020,Houston
4/10/2020,NexTier Completion Solutions Inc. - San Angelo,Tom Green,Concho Valley WDA,53,3/19/2020,4/22/2020,San Angelo
4/10/2020,Willie's Grill & Icehouse - Sugar Land,Fort Bend,Gulf Coast WDA,37,3/17/2020,4/21/2020,Sugar Land
4/10/2020,Avis Budget Car Rental-Airport Blvd,Harris,Gulf Coast WDA,47,3/13/2020,4/29/2020,Houston
4/10/2020,Willie's Grill & Icehouse - HWY 249,Fort Bend,Gulf Coast WDA,39,3/17/2020,4/21/2020,Houston
4/9/2020,Turner Industries-Corpus Christi,Nueces,Coastal Bend WDA,40,6/11/2020,4/21/2020,Corpus Ch
4/9/2020,Universal Pressure Pumping,Midland,Permian Basin WDA,70,4/9/2020,4/13/2020,Midland
4/9/2020,Black Bear Diner-Sugarland,Fort Bend,Gulf Coast WDA,46,5/7/2020,4/24/2020,Sugarland
4/9/2020,Black Bear Diner-Shenandoah,Montgomery,Gulf Coast WDA,71,5/7/2020,4/21/2020,Shenandoah
4/9/2020,Black Bear Diner-Katy,Fort Bend,Gulf Coast WDA,47,5/7/2020,4/24/2020,Katy
4/9/2020,Black Bear Diner-Humble,Harris,Gulf Coast WDA,56,5/7/2020,4/24/2020,Humble
4/9/2020,Black Bear Diner-15720 N Frwy,Harris,Gulf Coast WDA,42,5/7/2020,4/24/2020,Houston
4/9/2020,Black Bear Diner-19823 NW Frwy,Harris,Gulf Coast WDA,2,5/7/2020,4/24/2020,Houston
4/9/2020,Embassy Suites-Dallas Love Field,Dallas,Dallas County WDA,58,3/9/2020,4/10/2020,Dallas
4/9/2020,InterContinental Houston Medical Center,Fort Bend,Gulf Coast WDA,75,4/9/2020,4/13/2020,Houston
4/9/2020,Gristmill River Restaurant and Bar,Comal,Alamo WDA,305,3/19/2020,4/10/2020,New Braunfels
4/9/2020,Step Energy Services,Midland,Permian Basin WDA,76,4/16/2020,4/10/2020,Midland
4/9/2020,Capital Sand Permian,Ward,Permian Basin WDA,50,4/7/2020,4/10/2020,Monahans
4/9/2020,VSPOne Dallas,Denton,North Central Texas WDA,133,4/10/2020,4/21/2020,Lewisville
4/8/2020,Medieval Times,Dallas,Dallas County WDA,190,3/12/2020,4/15/2020,Dallas
4/8/2020,Prospect Airport Services-DFW Airport,Tarrant,Tarrant County WDA,201,3/20/2020,4/29/2020,DFW Airport
4/7/2020,North American Dental Group,Collin,North Central Texas WDA,12,3/23/2020,4/24/2020,Allen
4/7/2020,Universal Pressure Pumping-Pearsall,Frio,Tarrant County WDA,200,4/7/2020,4/14/2020,Pearsall
4/7/2020,North American Dental - Roanoke,Denton,North Central Texas WDA,8,3/23/2020,4/24/2020,Roanoke
4/7/2020,North American Dental - Tyler,Smith,East Texas WDA,32,3/23/2020,4/24/2020,Tyler
4/7/2020,"Huhtamaki, Inc.",Lamar,North East Texas WDA,60,4/7/2020,4/10/2020,Paris
4/7/2020,Halliburton-Elmendorf,Bexar,Alamo WDA,384,4/7/2020,4/7/2020,Elmendorf
4/7/2020,Leggette & Pratt Inc.,Ellis,North Central Texas WDA,192,4/5/2020,4/13/2020,Ennis
4/7/2020,El Gallo-,Harris,Gulf Coast WDA,9,3/31/2020,4/7/2020,Houston
4/7/2020,Epic Piping LLC,Hays,Rural Capital WDA,73,4/7/2020,4/21/2020,San Marcos
4/7/2020,Avianca-Houston,Harris,Gulf Coast WDA,1,4/1/2020,4/28/2020,Houston
4/7/2020,Avianca-DFW Airport,Dallas,Dallas County WDA,1,4/1/2020,4/28/2020,DFW Airport
4/7/2020,Frontier Enterp;rise,Bexar,Alamo WDA,1000,4/7/2020,4/7/2020,San Antonio
4/7/2020,YMCA-San Antonio,Bexar,Alamo WDA,1679,3/18/2020,4/7/2020,San Antonio
4/7/2020,"Exeter Finance, LLC",Dallas,Dallas County WDA,29,4/7/2020,4/21/2020,Irving
4/7/2020,ProPetro-Cement Operations Facility,Midland,Permian Basin WDA,39,4/7/2020,4/10/2020,Midland
4/6/2020,Haliburton Energy Services-Brownfield,Terry,South Plains WDA,41,4/6/2020,4/6/2020,Brownfield
4/6/2020,Questo Beso,Dallas,Dallas County WDA,42,3/16/2020,4/13/2020,Dallas
4/6/2020,Scholastic Book Faris-Houston,Harris,Gulf Coast WDA,86,4/23/2020,4/28/2020,Houston
4/6/2020,Haliburton Energy Services-Odessa,Ector,Permian Basin WDA,237,4/6/2020,4/6/2020,Odessa
4/6/2020,Traffic Los Angeles--Joule Hotel,Dallas,Dallas County WDA,4,3/16/2020,4/13/2020,Dallas
4/6/2020,Forty Five Ten,Dallas,Dallas County WDA,10,3/16/2020,4/13/2020,Dallas
4/6/2020,Scholastic Book Fairs-Waco,McLennan,Heart of Texas WDA,43,3/20/2020,4/28/2020,Waco
4/6/2020,Tango Room,Dallas,Dallas County WDA,2,3/16/2020,4/13/2020,Dallas
4/6/2020,"Wheelhouse, Sassetta",Dallas,Dallas County WDA,82,3/16/2020,4/13/2020,Dallas
4/6/2020,The Porch,Dallas,Dallas County WDA,69,3/16/2020,4/13/2020,Dallas
4/6/2020,The Joule Hotel,Dallas,Dallas County WDA,432,3/19/2020,4/13/2020,Dallas
4/6/2020,Forty Five Ten-Highland Park,Dallas,Dallas County WDA,34,3/16/2020,4/13/2020,Dallas
4/6/2020,Benihana-Plano,Collin,North Central Texas WDA,56,3/18/2020,4/13/2020,Plano
4/6/2020,"Vallourec Sta, LP",Harris,Gulf Coast WDA,144,5/9/2020,5/1/2020,Houston
4/6/2020,The Commisary,Dallas,Dallas County WDA,19,3/16/2020,4/13/2020,Dallas
4/6/2020,Scholastic Book Fairs-Arlington,Tarrant,Tarrant County WDA,85,3/24/2020,4/28/2020,Arlington
4/6/2020,Paul Martin's-Dallas,Dallas,Dallas County WDA,57,4/7/2020,4/22/2020,Dallas
4/5/2020,Ra Sushi-Austin,Travis,Capital Area WDA,55,3/17/2020,4/13/2020,Austin
4/5/2020,Ra Sushi-Southlake,Tarrant,Tarrant County WDA,33,3/18/2020,4/13/2020,Southlake
4/5/2020,Benihana Las Colinas,Dallas,Dallas County WDA,53,3/17/2020,4/8/2020,Irving
4/5/2020,Benihana Dallas,Dallas,Dallas County WDA,72,3/17/2020,4/8/2020,Dallas
4/5/2020,Ra Sushi-Houston,Harris,Gulf Coast WDA,67,3/17/2020,4/13/2020,Houston
4/5/2020,Benihana-The Woodlands,Montgomery,Gulf Coast WDA,38,3/19/2020,4/13/2020,The Woodlands
4/5/2020,Benihana-Westhiemer,Harris,Gulf Coast WDA,52,3/17/2020,4/13/2020,Houston
4/5/2020,Ra Sushi-Plano,Collin,North Central Texas WDA,44,3/18/2020,4/13/2020,Plano
4/5/2020,Benihana-Houston,Harris,Gulf Coast WDA,41,3/17/2020,4/13/2020,Houston
4/5/2020,Benihana-Sugarland,Fort Bend,Gulf Coast WDA,41,3/17/2020,4/13/2020,Sugar Land
4/4/2020,Justin Brands-W. Daggett,Tarrant,Tarrant County WDA,121,4/5/2020,4/22/2020,Ft. Worth
4/3/2020,David McDavid Acura,Travis,Capital Area WDA,13,4/3/2020,4/22/2020,Austin
4/3/2020,David McDavid Acura-Plano,Collin,North Central Texas WDA,42,4/3/2020,4/22/2020,Plano
4/3/2020,David McDavid- Lincoln,Collin,North Central Texas WDA,27,4/3/2020,4/22/2020,Plano
4/3/2020,JW Marriott Austin,Travis,Capital Area WDA,166,4/10/2020,4/14/2020,Austin
4/3/2020,National Credit Services,Dallas,Dallas County WDA,141,4/3/2020,4/7/2020,Dallas
4/3/2020,David McDavid- Ford,Tarrant,Tarrant County WDA,50,4/3/2020,4/22/2020,Ft. Worth
4/3/2020,David McDavid- Honda,Dallas,Dallas County WDA,50,4/3/2020,4/22/2020,Irving
4/3/2020,South Texas Eye Institute,Bexar,Alamo WDA,21,3/23/2020,4/21/2020,San Antonio
4/3/2020,US Silica-Crane Facility,Crane,Permian Basin WDA,71,5/21/2020,4/22/2020,Crane
4/3/2020,David McDavid Honda-Frisco,Collin,North Central Texas WDA,67,4/3/2020,4/22/2020,Frisco
4/3/2020,"Roquemore Holdings, LLC",Dallas,Dallas County WDA,37,4/3/2020,4/8/2020,Garland
4/3/2020,Global Investigative Services,Dallas,Dallas County WDA,11,4/3/2020,4/8/2020,Garland
4/3/2020,Turner Industries-Pasadena,Harris,Gulf Coast WDA,105,6/5/2020,4/8/2020,Pasadena
4/2/2020,Kinsel Ford-Toyota,Jefferson,South East Texas WDA,8,4/2/2020,4/22/2020,Beaumont
4/2/2020,Martin-Brower Co. LLC,Montgomery,Gulf Coast WDA,44,4/2/2020,4/15/2020,Conroe
4/2/2020,Tandy Leather Co.,Tarrant,Tarrant County WDA,14,4/1/2020,4/14/2020,Ft. Worth
4/2/2020,"UTLX Manufacturing, Inc.",Harris,Gulf Coast WDA,81,6/1/2020,4/13/2020,Houston
4/2/2020,Turner Industries,Lamar,North East Texas WDA,500,6/5/2020,4/8/2020,Paris
4/2/2020,"Watson & Chalin Manufacturing, Inc. - McKinney",Collin,North Central Texas WDA,103,4/3/2020,4/21/2020,McKinney
4/2/2020,Pioneer Frozen Foods,Dallas,Dallas County WDA,90,3/27/2020,4/6/2020,Duncanville
4/2/2020,Palmer of Texas,Andrews,Permian Basin WDA,50,4/1/2020,4/6/2020,Andrews
4/2/2020,Fairfield Inn & Suites Dallas,Dallas,Dallas County WDA,56,3/25/2020,4/14/2020,Dallas
4/2/2020,"Kinsel Ford, Inc.",Jefferson,South East Texas WDA,19,4/2/2020,4/22/2020,Beaumont
4/1/2020,Avis Car Rental,Dallas,Dallas County WDA,901,3/13/2020,5/1/2020,Dallas
4/1/2020,Avis Car Rental-3937 26th Ave,Dallas,Dallas County WDA,12,3/11/2020,5/1/2020,Dallas
4/1/2020,Zachary Industrial-LyndellBaseII,Harris,Gulf Coast WDA,288,3/30/2020,4/9/2020,Houston
4/1/2020,Hampton Inn-Frisco,Collin,North Central Texas WDA,11,4/1/2020,4/21/2020,Frisco
4/1/2020,Courtyard by Marriott Austin,Travis,Capital Area WDA,53,4/1/2020,4/21/2020,Pflugerville
4/1/2020,Hyatt Place-Cedar Park,Williamson,Rural Capital WDA,12,4/1/2020,4/21/2020,Cedar Park
4/1/2020,Avis Car Rental-Cedar Springs,Dallas,Dallas County WDA,33,3/13/2020,5/1/2020,Dallas
4/1/2020,Avis Car Rental-3850 26th,Dallas,Dallas County WDA,8,3/11/2020,5/1/2020,Dallas
3/31/2020,Fixbrewhouse-El Paso,El Paso,Borderplexjobs WDA,127,5/1/2020,4/8/2020,El Paso
3/31/2020,El Gallo,Harris,Gulf Coast WDA,10,3/31/2020,4/7/2020,Houston
3/31/2020,Guadalajara Hacienda-,Montgomery,Gulf Coast WDA,42,3/31/2020,4/7/2020,Shenandoah
3/31/2020,HMS Host-Lubbock Airport,Lubbock,South Plains WDA,15,3/19/2020,4/27/2020,Lubbock
3/31/2020,HMS Host-El Paso Airport,El Paso,Borderplexjobs WDA,70,3/19/2020,4/27/2020,El Paso
3/31/2020,Pioneer Frozen Foods-Dallas,Dallas,Dallas County WDA,70,4/3/2020,4/9/2020,Dallas
3/31/2020,Guadalajara Hacienda,Fort Bend,Gulf Coast WDA,37,3/31/2020,4/7/2020,Katy
3/31/2020,InterContinental-Stephen F Austin,Travis,Capital Area WDA,99,4/3/2020,4/21/2020,Austin
3/31/2020,Guadalajara Grille,Harris,Gulf Coast WDA,36,3/31/2020,4/7/2020,Houston
3/31/2020,Step Energy Services-Floresville,Wilson,Alamo WDA,69,4/16/2020,4/13/2020,Floresville
3/31/2020,Justin Brands-Ft Worth,Tarrant,Tarrant County WDA,10,3/20/2020,4/14/2020,Fort Worth
3/31/2020,Fixbrewhouse-San Antonio,Bexar,Alamo WDA,164,5/1/2020,4/8/2020,San Antonio
3/31/2020,Justin Brands-Childress,Childress,Panhandle WDA,7,3/20/2020,4/14/2020,Childress
3/31/2020,Great American Products Ltd.,Comal,Alamo WDA,1,3/25/2020,3/31/2020,New Braunfels
3/31/2020,Justin Brands-El Paso,El Paso,Borderplexjobs WDA,179,3/20/2020,4/14/2020,El Paso
3/31/2020,Holiday Inn-Riverwalk,Bexar,Alamo WDA,61,4/3/2020,4/1/2020,San Antonio
3/31/2020,Guadalajara Del Centro,Harris,Gulf Coast WDA,71,4/1/2020,4/7/2020,Houston
3/31/2020,SiteMinder Hospitality-Colonnade,Dallas,Dallas County WDA,36,3/31/2020,4/14/2020,Addison
3/31/2020,Drive Time,Johnson,Tarrant County WDA,108,3/30/2020,3/31/2020,Ft. Worth
3/31/2020,"Flixbrewhouse-Cinema Breweries,Inc.",Williamson,Rural Capital WDA,168,5/1/2020,4/8/2020,Round Rock
3/31/2020,Fixbrewhouse-Frisco,Collin,North Central Texas WDA,137,5/1/2020,4/8/2020,Frisco
3/31/2020,"uShip, Inc.",Travis,Capital Area WDA,65,4/9/2020,4/6/2020,Austin
3/31/2020,Justin Brands-N. Desert,El Paso,Borderplexjobs WDA,5,3/20/2020,4/14/2020,El Paso
3/31/2020,Justin Brands--Gateway W,El Paso,Borderplexjobs WDA,6,3/16/2020,4/14/2020,El Paso
3/31/2020,Justin Brands-1756 Gateway,El Paso,Borderplexjobs WDA,6,3/20/2020,4/14/2020,El Paso
3/31/2020,Justin Brands-7100 Gateway E,El Paso,Borderplexjobs WDA,6,3/20/2020,4/14/2020,El Paso
3/31/2020,"DynaEnergetics US, Inc.",Hill,Heart of Texas WDA,85,3/31/2020,4/15/2020,Blum
3/30/2020,Sport Clips - FM620,Travis,Capital Area WDA,6,3/28/2020,4/13/2020,Austin
3/30/2020,Sport Clips - Trimmier Rd,Bell,Central Texas WDA,10,3/28/2020,4/13/2020,Killeen
3/30/2020,Sport Clips - Hwy 190,Coryell,Central Texas WDA,9,3/28/2020,4/13/2020,Copperas Cove
3/30/2020,Sport Clips - Town Center,Travis,Capital Area WDA,12,3/28/2020,4/13/2020,Pflugerville
3/30/2020,Sport Clips - Frontage Rd.,Travis,Capital Area WDA,13,3/28/2020,4/13/2020,Austin
3/30/2020,Sport Clips - Shops Pkwy,Travis,Capital Area WDA,13,3/28/2020,4/13/2020,Austin
3/30/2020,Sport Clips - S. IH-35 Round Rock,Williamson,Rural Capital WDA,6,3/28/2020,4/13/2020,Round Rock
3/30/2020,Sport Clips - Walton Way,Williamson,Rural Capital WDA,8,3/28/2020,4/13/2020,Cedar Park
3/30/2020,Veritas Shop Fabrication,Smith,East Texas WDA,67,3/26/2020,3/30/2020,Whitehouse
3/30/2020,Holiday Inn Army Hotels,Bexar,Alamo WDA,61,4/17/2020,3/30/2020,San Antonio
3/30/2020,Sport Clips - Palm Valley,Williamson,Rural Capital WDA,8,3/28/2020,4/13/2020,Round Rock
3/30/2020,Sport Clips - University Oaks,Williamson,Rural Capital WDA,9,3/28/2020,4/13/2020,Round Rock
3/30/2020,Sport Clips - Whitestone Blvd,Williamson,Rural Capital WDA,10,3/28/2020,4/13/2020,Cedar Park
3/30/2020,Sport Clips - Kyle Parkway,Hays,Rural Capital WDA,12,3/28/2020,4/13/2020,Kyle
3/30/2020,Sports Clips - San Antonio Rd,Hays,Rural Capital WDA,7,3/28/2020,4/13/2020,Buda
3/30/2020,Double Tree by Hilton Hotel,Travis,Capital Area WDA,63,3/13/2020,4/6/2020,Austin
3/30/2020,Sport Clips - Agnes St.,Bastrop,Rural Capital WDA,11,3/28/2020,4/13/2020,Bastrop
3/30/2020,Sport Clips - Rivery Blvd.,Williamson,Rural Capital WDA,17,3/28/2020,4/13/2020,Georgetown
3/30/2020,Drive Time - Houston,Fort Bend,Gulf Coast WDA,61,3/30/2020,4/27/2020,Houston
3/30/2020,Hilton Houston Westchase,Harris,Gulf Coast WDA,50,3/27/2020,4/7/2020,Houston
3/30/2020,IKO Southwest LLC,Hill,Heart of Texas WDA,31,3/30/2020,4/27/2020,Hillsboro
3/30/2020,"EMI Industries, LLC",Tarrant,Tarrant County WDA,30,3/30/1930,4/8/2020,Arlington
3/30/2020,Sport Clips - N. Mopac,Travis,Capital Area WDA,12,3/28/2020,4/13/2020,Austin
3/30/2020,Sport clips - Bee Caves,Travis,Capital Area WDA,6,3/28/2020,4/13/2020,Austin
3/30/2020,Sport Clips - Lakeline,Travis,Capital Area WDA,9,3/28/2020,4/13/2020,Austin
3/30/2020,Sport Clips - Hwy. 290,Travis,Capital Area WDA,13,3/28/2020,4/13/2020,Austin
3/29/2020,Suitssupply-Dallas,Dallas,Dallas County WDA,19,3/29/2020,4/15/2020,Dallas
3/29/2020,Suitsupply-Austin,Travis,Capital Area WDA,7,3/29/2020,4/15/2020,Austin
3/28/2020,Ahern Rentals-El Paso,El Paso,Borderplexjobs WDA,1,3/30/2020,4/20/2020,El Paso
3/28/2020,Ahern Rentals-Corpus Christi.,Nueces,Coastal Bend WDA,1,3/30/2020,4/20/2020,Corpus Ch
3/28/2020,Ahern Rentals-Irving,Dallas,Dallas County WDA,12,3/30/2020,4/20/2020,Irving
3/28/2020,Ahern Rentals-Lubbock,Lubbock,South Plains WDA,1,3/30/2020,4/20/2020,Lubbock
3/28/2020,Ahern Rentals-Houston,Harris,Gulf Coast WDA,12,3/30/2020,4/20/2020,Houston
3/28/2020,Ahern Rentals-Ft Worth,Tarrant,Tarrant County WDA,3,3/30/2020,4/20/2020,Fort Worth
3/28/2020,Ahern Rentals-San Antonio,Bexar,Alamo WDA,2,3/30/2020,4/20/2020,San Antonio
3/27/2020,Paper Source-N. Lamar,Travis,Capital Area WDA,12,3/29/2020,4/10/2020,Austin
3/27/2020,Down on Grayson,Bexar,Alamo WDA,75,3/18/2020,3/31/2020,San Antonio
3/27/2020,DriveTime Automotive-Houston,Harris,Gulf Coast WDA,61,3/30/2020,4/30/2020,Houston
3/27/2020,Westin Stonbriar Hotel,Collin,North Central Texas WDA,123,3/20/2020,3/30/2020,Frisco
3/27/2020,Paper Source-Southlake,Denton,Tarrant County WDA,6,3/29/2020,4/8/2020,Southlake
3/27/2020,"Charbonneau Industries, Inc.",Harris,Gulf Coast WDA,60,4/10/2020,4/14/2020,Houston
3/27/2020,Paper Source-Palm Way,Travis,Capital Area WDA,10,3/29/2020,4/10/2020,Austin
3/27/2020,Charbonneau Ind.-Warehouse,Harris,Gulf Coast WDA,20,4/10/2020,4/14/2020,Houston
3/27/2020,Trico Products,Cameron,Cameron County WDA,212,3/30/2020,3/30/2020,Brownsville
3/27/2020,Paper Source,Dallas,Dallas County WDA,11,3/29/2020,4/1/2020,Dallas
3/27/2020,Pinnacle Logistics,Dallas,Dallas County WDA,134,3/28/2020,3/30/2020,Dallas
3/27/2020,Dorman Milano Hat Co.,Dallas,Dallas County WDA,20,3/31/2020,4/1/2020,Dallas
3/27/2020,Paper Source-Cole Ave,Dallas,Dallas County WDA,10,3/29/2020,4/1/2020,Dallas
3/27/2020,Paper Source-Town and Country,Harris,Gulf Coast WDA,10,3/29/2020,4/13/2020,Houston
3/27/2020,Paper Source-Plano,Collin,North Central Texas WDA,8,3/29/2020,4/8/2020,Plano
3/27/2020,Rosewood Mansion,Dallas,Dallas County WDA,1,3/27/2020,4/30/2020,Dallas
3/27/2020,Paper Source-Westheimer,Harris,Gulf Coast WDA,17,3/29/2020,4/13/2020,Houston
3/27/2020,"Compeat, Inc.",Travis,Capital Area WDA,56,3/31/2020,4/14/2020,Austin
3/26/2020,Pappasito's 24,Tarrant,Tarrant County WDA,42,3/16/2020,4/10/2020,Dallas
3/26/2020,Pappasito's 01,Harris,Gulf Coast WDA,86,3/16/2020,4/14/2020,Houston
3/26/2020,Pappadeaux Seafood Kitchen 34,Hidalgo,Lower Rio Grande Valley WDA,201,3/25/2020,4/13/2020,Pharr
3/26/2020,Pappas Delta Blues,Collin,North Central Texas WDA,75,3/21/2020,4/13/2020,Plano
3/26/2020,Pappadeaux Seafood Kitchen 35,Tarrant,Tarrant County WDA,88,3/19/2020,4/10/2020,Dallas
3/26/2020,Pappadeaux Seafood Kitchen 42,Tarrant,Tarrant County WDA,113,3/16/2020,4/10/2020,Dallas
3/26/2020,Pappasito's 02,Harris,Gulf Coast WDA,106,3/26/2020,4/14/2020,Houston
3/26/2020,Tinseltown USA El Paso,El Paso,Borderplexjobs WDA,108,3/26/2020,5/4/2020,El Paso
3/26/2020,Pappas Bar-B-Q 24,Dallas,Dallas County WDA,62,3/16/2020,4/10/2020,Duncanville
3/26/2020,Cinemark 12 Pearland,Brazoria,Gulf Coast WDA,37,3/26/2020,4/28/2020,Pearland
3/26/2020,Pappasito's 10,Harris,Gulf Coast WDA,169,3/16/2020,4/14/2020,Houston
3/26/2020,Pappasito's 12,Harris,Gulf Coast WDA,128,3/16/2020,4/14/2020,Houston
3/26/2020,Pappas Catering Dallas,Dallas,Dallas County WDA,11,3/24/2020,4/10/2020,Richardson
3/26/2020,Spitzer Industries-Brookshire,Waller,Gulf Coast WDA,53,3/26/2020,4/13/2020,Brookshire
3/26/2020,Pappasito's 06,Harris,Gulf Coast WDA,150,3/16/2020,4/14/2020,Humble
3/26/2020,Pappadeaux Seafood Kitchen 03,Travis,Capital Area WDA,125,3/22/2020,4/8/2020,Austin
3/26/2020,The Pearl South Padre,Cameron,Cameron County WDA,105,3/27/2020,4/1/2020,South Padre Is.
3/26/2020,Tinseltown Movies 17,Tarrant,Tarrant County WDA,70,3/26/2020,5/4/2020,Grapevine
3/26/2020,Pappas Bar-B-Q 05,Dallas,Dallas County WDA,35,3/16/2020,4/10/2020,Dallas
3/26/2020,Pappasito's 20,Tarrant,Tarrant County WDA,91,3/16/2020,4/10/2020,Dallas
3/26/2020,Pappas Bros. Steakhouse 2,Dallas,Dallas County WDA,101,3/19/2020,4/10/2020,Dallas
3/26/2020,Pappasito's 07,Harris,Gulf Coast WDA,95,3/16/2020,4/14/2020,Houston
3/26/2020,Pappasito's 08,Harris,Gulf Coast WDA,151,3/16/2020,4/14/2020,Houston
3/26/2020,Cinemark 12 Sherman,Grayson,Texoma WDA,39,3/26/2020,5/4/2020,Sherman
3/26/2020,Little Pappasito's,Harris,Gulf Coast WDA,109,3/16/2020,4/14/2020,Houston
3/26/2020,Century 12 Abilene,Jones,West Central WDA,23,3/26/2020,5/4/2020,Abilene
3/26/2020,Pappasito's 15,Tarrant,Tarrant County WDA,136,4/17/2020,4/13/2020,Ft. Worth
3/26/2020,Pappadeaux Seafood Kitchen 27,Montgomery,Gulf Coast WDA,186,3/26/2020,4/13/2020,Shenandoah
3/26/2020,Pappadeaux Seafood Kitchen 22,Harris,Gulf Coast WDA,99,3/22/2020,4/13/2020,Houston
3/26/2020,Pappadeaux Seafood Kitchen 10,Harris,Gulf Coast WDA,167,3/16/2020,4/13/2020,Houston
3/26/2020,Pappadeaux Seafood Kitchen 11,Dallas,Dallas County WDA,165,3/21/2020,4/10/2020,Dallas
3/26/2020,Pappadeaux Seafood Kitchen 07,Dallas,Dallas County WDA,180,3/16/2020,4/9/2020,Richardson
3/26/2020,Pappadeaux Seafood Kitchen 32,Harris,Gulf Coast WDA,78,3/22/2020,4/13/2020,Houston
3/26/2020,Pappas Catering Austin,Travis,Capital Area WDA,17,3/24/2020,4/9/2020,Austin
3/26/2020,Cinemark Montana 14,El Paso,Borderplexjobs WDA,74,3/26/2020,5/4/2020,El Paso
3/26/2020,Pappasito's 09,Travis,Capital Area WDA,128,3/16/2020,4/9/2020,Austin
3/26/2020,Pappadeaux Seafood Kitchen 09,Harris,Gulf Coast WDA,184,3/16/2020,4/13/2020,Houston
3/26/2020,Pappadeaux Seafood Kitchen 12,Bexar,Alamo WDA,213,3/25/2020,4/8/2020,San Antonio
3/26/2020,Cinemark West,El Paso,Borderplexjobs WDA,66,3/26/2020,5/4/2020,El Paso
3/26/2020,Pappadeaux Seafood Kitchen 1,Harris,Gulf Coast WDA,95,3/21/2020,4/13/2020,Houston
3/26/2020,Pappadeaux Seafood Kitchen 39,Travis,Capital Area WDA,123,3/17/2020,4/9/2020,Austin
3/26/2020,Pappadeaux Seafood Kitchen 05,Harris,Gulf Coast WDA,178,3/16/2020,4/13/2020,Stafford
3/26/2020,Pappadeaux Seafood Kitchen 06,Dallas,Dallas County WDA,146,3/22/2020,4/9/2020,Dallas
3/26/2020,Pappasito's 13,Dallas,Dallas County WDA,121,3/16/2020,4/10/2020,Dallas
3/26/2020,Pappadeaux Seafood Kitchen 16,Tarrant,Tarrant County WDA,186,3/17/2020,4/13/2020,Fort Worth
3/26/2020,Pappadeaux Seafood Kitchen 18,Tarrant,Tarrant County WDA,90,3/21/2020,4/13/2020,Bedford
3/26/2020,Pappadeaux Seafood Kitchen 36,Tarrant,Tarrant County WDA,154,,4/13/2020,Grapevine
3/26/2020,Pappadeaux Seafood Kitchen 29,Dallas,Dallas County WDA,161,3/16/2020,4/10/2020,Duncanville
3/26/2020,Pappadeaux Seafood Kitchen 41,Harris,Gulf Coast WDA,113,3/17/2020,4/14/2020,Houston
